year_month_day_hour_minute_second,uu,vv,ww,rh,pp,tt,ws,wd,uw_fluc,vw_fluc,tw_fluc,u.star,L
2020-03-08 11:56:52,1.762542057893842,-0.025237759129711945,-0.2487455821266728,33.809,970.0220000000003,10.2715,1.762722737792461,270.820359583121,-0.015015762280586547,-0.00537333809188666,0.011266907846948688,0.12628628172494646,-0.24444546393304303
2020-03-08 11:56:53,1.7465372593765545,-0.11698295492026198,-0.24108291869252668,33.850500000000004,970.0220000000002,10.217999999999998,1.750450630589861,273.8319440872216,0.0017617432300270157,0.001691786611243981,0.0007686790057899049,0.049421810285466064,-0.21362946432574692
2020-03-08 11:56:54,1.5531729696430154,-0.1609109633357631,-0.2154159742926407,33.88285714285714,970.021904761905,10.235714285714286,1.5614860267550736,275.9148239770859,0.011661965901272865,0.0035538963859184903,0.0008350599270339721,0.11041493187668869,-2.1966874829930636
2020-03-08 11:56:55,1.5209698021826774,0.2033613459802321,-0.17780522003751265,33.93149999999999,970.0140000000001,10.4315,1.5345047983602087,262.38443177536783,-0.0007174122504320523,-0.0023081145215861267,0.0015052128506725887,0.04916338128786736,-0.10963757667546123
2020-03-08 11:56:56,1.6576125684061296,0.4311222757888299,-0.12079425446796567,33.81571428571429,970.0285714285714,10.447142857142858,1.7127597156692196,255.42115378850315,0.01338606145812362,0.004354578968791765,-0.0005734501915717563,0.11864459846689851,4.0506920520508825
2020-03-08 11:56:57,1.4289221483811219,0.2973599615837744,-0.44898271333884476,33.51,970.0130000000001,10.823000000000002,1.459534669984658,258.2444760428374,0.027665036633179717,0.02219730298483333,-0.003538557794767754,0.18833307220256357,2.720110927922122
2020-03-08 11:56:58,1.3304549934432763,0.02713863377017665,-0.19197929015870044,33.51904761904761,970.0095238095237,11.107142857142858,1.3307317517144694,268.8314421903939,0.009915809984220416,-0.005510913137617224,0.01383043172920457,0.10650968786332864,-0.12918731692791313
2020-03-08 11:56:59,1.8847730414824106,0.2736809663046528,-0.40612575971499804,33.537,970.012,11.041,1.9045394953154176,261.7380350039206,0.030817175075491237,0.03633824499165538,0.020273492175855466,0.21828023841872293,-0.7540648720567091
2020-03-08 11:57:00,1.6344738725001076,-0.06272721625748427,-0.3240628027175384,33.57238095238095,970.0128571428571,11.01857142857143,1.635677090242726,272.1977970425645,0.04161152824983161,0.0481431230477458,-0.036076692604264896,0.2522577053363902,0.6527056821142714
2020-03-08 11:57:01,2.137209685835953,0.9143291025937377,-0.1595799812636532,33.86800000000001,970.0145000000002,10.155,2.3245780152709186,246.83806301267785,-0.0026355837701568198,0.014952868338473719,0.002518423697423316,0.12322079784224226,-1.0043578194990113
