Time,Voltage,Absorbance,rolling_mean,diff,rolling_std,Leak_Type
0.032,3.0313076931706493,0.012357667316499595,0.0039018958064122354,0.012357667316499595,0.005651026408972959,0
0.036,3.031310402103385,0.012356773665376044,0.006373250539487445,-8.936511235509842e-07,0.006193920316368142,0
0.04,3.3305131145587192,0.0,0.004942888196375128,-0.012356773665376044,0.0067683284183262405,0
0.044,3.19656973031023,0.0,0.004942888196375128,0.0,0.0067683284183262405,0
0.048,2.992479726320733,0.02524939204072163,0.009992766604519454,0.02524939204072163,0.010531579573913328,0
0.052,3.159465407191684,0.0,0.007521233141219536,-0.02524939204072163,0.011262514306544659,0
0.056,2.993479080685944,0.024915492524632175,0.01003297691307076,0.024915492524632175,0.013738726628403414,0
0.06,2.9930975906609074,0.025042940996938177,0.015041565112458397,0.0001274484723060021,0.013731524449105767,0
0.064,3.1098667748083955,0.0,0.015041565112458397,-0.025042940996938177,0.013731524449105767,0
0.068,2.7542517596314635,0.10820596352113714,0.031632879408541495,0.10820596352113714,0.04459054245207762,0
0.072,2.7853315576353497,0.09698485812881995,0.05102985103430548,-0.011221105392317188,0.048327775208489264,0
0.076,2.977165557675239,0.030380082897915977,0.05212276910896224,-0.06660477523090397,0.04764655360184622,0
0.08,2.9028258651448207,0.05566707684315311,0.058247596278205235,0.025286993945237136,0.04520081240422237,0
0.084,3.1217938098782203,0.0,0.058247596278205235,-0.05566707684315311,0.04520081240422237,0
0.088,2.920119027539,0.049727397332369305,0.04655188304045167,0.049727397332369305,0.03558532197340978,0
0.092,2.836912889279677,0.07863532550624176,0.042881976515936025,0.028907928173872458,0.029511784910876023,0
0.096,3.3117750468720564,0.0,0.03680595993635284,-0.07863532550624176,0.0352907865915574,0
0.1,3.0326899104197214,0.01190179072703925,0.028052902713130063,0.01190179072703925,0.03486816001839093,0
0.104,3.081085153773507,0.0,0.028052902713130063,-0.01190179072703925,0.03486816001839093,0
0.108,2.8348595492747792,0.07935938138713225,0.03397929952408265,0.07935938138713225,0.04138270917120618,0
0.112,2.980119850453345,0.029388257656084656,0.02412988595405123,-0.04997112373104759,0.03313599532208658,0
