#MEMO2 project has received funding from the European Unions Horizon 2020 research
#and innovation programme  under the Marie Sklodowska-Curie grant agreement No 722479
#Data separator = ;
#Invalid_data = -999.99
#Unit = %
#Data provider = Jonas Ravelid, Randulph Morales
#Contact details = jonas.ravelid@empa.ch, randulph.morales@empa.ch
#Creation date = 2021-06-25 13:14:21 UTC
#
#Data version = version_2.0
#Drone measurements on 20200313. Release experiment in Duebendorf Measurement was
# from 11:36:05 to 11:44:02 UTC. First of six mass balances. Heights above ground
# are 4.0, 9.0, 2.0, 6.0, 11.0, 3.0, 7.0, 12.0, 5.0m Location of source is 47.390
#525, 8.603439.
#------------------------------------------------------------#
Date_UTC;Time_UTC;Date_Loc;Time_Loc;Latitude;Longitude;Altitude;Pressure;Temperature;H2O_spec_corr;Flag
2020-03-13;11:34:24;2020-03-13;12:34:24;47.390621857;8.603322637;0.8508064858190778;972.892348517;284.77;-0.16825644170192652;o
2020-03-13;11:34:25;2020-03-13;12:34:25;47.390621863;8.603322593;0.8457064858190506;972.9024810179999;284.765;-0.16825644170192652;o
2020-03-13;11:34:26;2020-03-13;12:34:26;47.39062186;8.60332268;0.8435064858190913;972.9126135189999;284.76;-0.16825644170192652;o
2020-03-13;11:34:27;2020-03-13;12:34:27;47.390621858;8.603322689;0.8502064858190579;972.9126135189999;284.76;-0.17651796158271332;o
2020-03-13;11:34:28;2020-03-13;12:34:28;47.390621863999996;8.603322684;0.8502064858190579;972.953143523;284.75;-0.11850617129499291;o
2020-03-13;11:34:29;2020-03-13;12:34:29;47.390621845;8.603322659;0.8486064858190616;972.953143523;284.75;-0.05996611909998421;o
2020-03-13;11:34:30;2020-03-13;12:34:30;47.390621797;8.603322644;0.8514064858190409;972.953143523;284.7;-0.15999800046081095;o
2020-03-13;11:34:31;2020-03-13;12:34:31;47.390621818999996;8.603322645;0.8490064858190749;972.953143523;284.7;-0.21252166366806374;o
2020-03-13;11:34:32;2020-03-13;12:34:32;47.390621835;8.603322681;0.8596064858190857;972.953143523;284.7;-0.1678276862820389;o
2020-03-13;11:34:33;2020-03-13;12:34:33;47.390621859;8.603322679;0.8422064858190765;972.9126135189999;284.65;-0.15317828503143402;o
2020-03-13;11:34:34;2020-03-13;12:34:34;47.390621104;8.603324722;1.0129064858190873;972.770758505;284.625;-0.1596670604146159;o
2020-03-13;11:34:35;2020-03-13;12:34:35;47.390620889;8.603335598;2.464606485819047;972.6289034910001;284.59999999999997;-0.16615583579779777;o
2020-03-13;11:34:36;2020-03-13;12:34:36;47.390631682;8.603353476;3.822706485819083;972.4667834749999;284.54999999999995;-0.3019205925867925;o
2020-03-13;11:34:37;2020-03-13;12:34:37;47.39065742100001;8.603372138;3.960506485819053;972.4769159759999;284.46999999999997;-0.38790571133197466;o
2020-03-13;11:34:38;2020-03-13;12:34:38;47.390694892;8.603394507;3.92420648581907;972.4769159759999;284.46999999999997;-0.24505442674723582;o
2020-03-13;11:34:39;2020-03-13;12:34:39;47.390741176000006;8.603425593999999;3.8906064858190916;972.537710982;284.40999999999997;-0.3041026505642642;o
2020-03-13;11:34:40;2020-03-13;12:34:40;47.390790517;8.603458349;3.8568064858190496;972.537710982;284.40999999999997;-0.3062325408306372;o
2020-03-13;11:34:41;2020-03-13;12:34:41;47.390836644;8.603486712;3.784006485819077;972.527578481;284.33;-0.2975683617928106;o
2020-03-13;11:34:42;2020-03-13;12:34:42;47.390869345;8.603502147;3.7360064858190754;972.527578481;284.28999999999996;-0.309612625598945;o
