#MEMO2 project has received funding from the European Unions Horizon 2020 research
#and innovation programme  under the Marie Sklodowska-Curie grant agreement No 722479
#Data separator = ;
#Invalid_data = -999.99
#Unit = %
#Data provider = Jonas Ravelid, Randulph Morales
#Contact details = jonas.ravelid@empa.ch, randulph.morales@empa.ch
#Creation date = 2021-06-25 13:07:56 UTC
#
#Data version = version_2.0
#Drone measurements on 20200313. Release experiment in Duebendorf Measurement was
# from 13:51:32 to 14:02:45 UTC. Fourth of six mass balances. Heights above groun
#d are 4.0, 9.0, 2.0, 6.0, 11.0, 3.0, 7.0, 12.0, 5.0m Location of source is 47.39
#0525, 8.603439.
#------------------------------------------------------------#
Date_UTC;Time_UTC;Date_Loc;Time_Loc;Latitude;Longitude;Altitude;Pressure;Temperature;H2O_spec_corr;Flag
2020-03-13;13:50:36;2020-03-13;14:50:36;47.390568728999995;8.603300817000001;1.0554009691379633;971.656183395;286.90999999999997;-0.3414035111399636;o
2020-03-13;13:50:37;2020-03-13;14:50:37;47.390568722;8.603300817000001;1.0619009691379802;971.656183395;286.90999999999997;-0.37025298352735203;o
2020-03-13;13:50:38;2020-03-13;14:50:38;47.390568781000006;8.603300858999999;1.060800969137972;971.686580898;286.90999999999997;-0.3927341171069249;o
2020-03-13;13:50:39;2020-03-13;14:50:39;47.390568908;8.60330099;1.0593009691379507;971.716978401;286.90999999999997;-0.31982956925656764;o
2020-03-13;13:50:40;2020-03-13;14:50:40;47.390568858;8.603300954;1.0573009691379411;971.716978401;286.90999999999997;-0.4287455201790795;o
2020-03-13;13:50:41;2020-03-13;14:50:41;47.390568812;8.603300915;1.0606009691379654;971.696713399;286.9;-0.4866167646345713;o
2020-03-13;13:50:42;2020-03-13;14:50:42;47.390568693;8.603300913;1.0935009691379491;971.696713399;286.90999999999997;-0.6691310056218682;o
2020-03-13;13:50:43;2020-03-13;14:50:43;47.39056896100001;8.603303504;1.1757009691379494;971.342075864;286.85999999999996;-0.7099176876292915;o
2020-03-13;13:50:44;2020-03-13;14:50:44;47.390561588000004;8.603311926;5.792100969137948;971.159690846;286.85999999999996;-0.6435498244933691;o
2020-03-13;13:50:45;2020-03-13;14:50:45;47.390559156;8.603319487;7.481300969137976;970.977305828;286.85999999999996;-0.6505503845250531;o
2020-03-13;13:50:47;2020-03-13;14:50:47;47.390553281;8.603339;6.850900969137967;970.926643323;286.81;-0.7964470066666893;o
2020-03-13;13:50:48;2020-03-13;14:50:48;47.390549429;8.603356865;7.377500969137941;971.007703331;286.78999999999996;-0.7841401336495749;o
2020-03-13;13:50:49;2020-03-13;14:50:49;47.390544122;8.603362732;6.608800969137974;970.946908325;286.76;-0.7681470231246617;o
2020-03-13;13:50:50;2020-03-13;14:50:50;47.39054324;8.603368733;6.466200969137958;970.946908325;286.76;-0.7808652906405968;o
2020-03-13;13:50:51;2020-03-13;14:50:51;47.39054285;8.603376071;6.378700969137981;970.8050533109999;286.72999999999996;-0.7761391819639133;o
2020-03-13;13:50:52;2020-03-13;14:50:52;47.390538237;8.603387675;6.262400969137957;970.7949208099999;286.83;-0.7814218284587573;o
2020-03-13;13:50:53;2020-03-13;14:50:53;47.39052664;8.603407052;6.13350096913797;970.7949208099999;286.83;-0.7760143299808188;o
2020-03-13;13:50:54;2020-03-13;14:50:54;47.39050726600001;8.603436327;6.018400969137986;970.9013120704999;286.835;-0.7536387224781562;o
2020-03-13;13:50:55;2020-03-13;14:50:55;47.390485835;8.603470198;5.945100969137968;971.007703331;286.84;-0.7438355289468086;o
2020-03-13;13:50:56;2020-03-13;14:50:56;47.390465315;8.603505755;5.948300969137961;971.0381008339999;286.84;-0.7340323354154609;o
