#MEMO2 project has received funding from the European Unions Horizon 2020 research
#and innovation programme  under the Marie Sklodowska-Curie grant agreement No 722479
#Data separator = ;
#Invalid_data = -999.99
#Unit = %
#Data provider = Jonas Ravelid, Randulph Morales
#Contact details = jonas.ravelid@empa.ch, randulph.morales@empa.ch
#Creation date = 2021-06-27 15:24:20 UTC
#
#Data version = version_2.0
#Drone measurements on 20200314. Release experiment in Duebendorf Measurement was
# from 12:40:41 to 12:49:17 UTC. First of four mass balances. Heights above groun
#d are 4.0, 9.0, 2.0, 6.0, 11.0, 3.0, 7.0, 12.0, and 5.0 Location of source is 47
#.390697, 8.603264.
#------------------------------------------------------------#
Date_UTC;Time_UTC;Date_Loc;Time_Loc;Latitude;Longitude;Altitude;Pressure;Temperature;H2O_spec_corr;Flag
2020-03-14;12:39:55;2020-03-14;13:39:55;47.390558563999996;8.603333021000001;0.10430570261632965;970.825318313;284.5;0.11595298389608698;o
2020-03-14;12:39:56;2020-03-14;13:39:56;47.39055852600001;8.60333301;0.0964057026163232;970.815185812;284.48999999999995;0.11990272555313768;o
2020-03-14;12:39:57;2020-03-14;13:39:57;47.390558515;8.603333018999999;0.10460570261631119;970.7949208099999;284.5;0.0965240085609974;o
2020-03-14;12:39:58;2020-03-14;13:39:58;47.390558543000004;8.603333002000001;0.10510570261629937;970.825318313;284.52;0.1010982682053587;o
2020-03-14;12:39:59;2020-03-14;13:39:59;47.390558243;8.603332627;0.09890570261632092;970.916510822;284.52;0.08230440088649423;o
2020-03-14;12:40:00;2020-03-14;13:40:00;47.390558937;8.603330774;0.7166057026163344;971.0887633389999;284.48999999999995;0.07344349098391242;o
2020-03-14;12:40:01;2020-03-14;13:40:01;47.390559586;8.603327298;2.0963057026162915;970.6429332949999;284.46;0.04111070154219272;o
2020-03-14;12:40:02;2020-03-14;13:40:02;47.390559972;8.60332542;3.7977057026163266;970.440283275;284.45;0.03492609515061922;o
2020-03-14;12:40:03;2020-03-14;13:40:03;47.390559958000004;8.603325304;6.000705702616301;970.207235752;284.46;0.0238565828102528;o
2020-03-14;12:40:04;2020-03-14;13:40:04;47.39056135;8.603323193;7.1225057026163086;969.974188229;284.46999999999997;0.012787070469886376;o
2020-03-14;12:40:05;2020-03-14;13:40:05;47.390575057;8.603294507000001;7.169505702616334;969.872863219;284.45;-0.015389997443164848;o
2020-03-14;12:40:06;2020-03-14;13:40:06;47.390604885;8.603230522;7.109005702616287;969.872863219;284.45;0.007992083551648228;o
2020-03-14;12:40:07;2020-03-14;13:40:07;47.39064054600001;8.603148344;7.047205702616338;969.964055728;284.34;0.023456567000018677;o
2020-03-14;12:40:08;2020-03-14;13:40:08;47.39067398;8.603060481;6.973705702616314;969.994453231;284.29999999999995;0.015519961976940758;o
2020-03-14;12:40:09;2020-03-14;13:40:09;47.390702847;8.602972337;6.913505702616305;969.9539232269999;284.28;0.015889929016688422;o
2020-03-14;12:40:10;2020-03-14;13:40:10;47.390718125;8.602904927;6.778705702616321;969.98432073;284.27;0.02676791587869494;o
2020-03-14;12:40:11;2020-03-14;13:40:11;47.39071485;8.602876193;6.851805702616332;969.98432073;284.27;0.030722204420445154;o
2020-03-14;12:40:12;2020-03-14;13:40:12;47.390709705;8.60286661;6.726605702616325;969.9387244755001;284.275;0.03026172298970025;o
2020-03-14;12:40:13;2020-03-14;13:40:13;47.390708098000005;8.602867341;6.680405702616326;969.893128221;284.28;0.029801241558955343;o
2020-03-14;12:40:14;2020-03-14;13:40:14;47.390709824;8.602871029;6.741805702616318;969.9539232269999;284.28999999999996;0.04448912133965212;o
2020-03-14;12:40:15;2020-03-14;13:40:15;47.390712106;8.602873227;6.745405702616324;969.9471682263332;284.28999999999996;0.05362269265310266;o
2020-03-14;12:40:16;2020-03-14;13:40:16;47.390711395;8.602873929;6.779005702616303;969.9404132256667;284.28999999999996;0.0627562639665532;o
2020-03-14;12:40:17;2020-03-14;13:40:17;47.390705427;8.602873889;6.774505702616295;969.933658225;284.28999999999996;0.07188983528000376;o
2020-03-14;12:40:18;2020-03-14;13:40:18;47.3906795;8.602862695;6.87400570261633;969.913393223;284.28;0.057760970059597024;o
2020-03-14;12:40:19;2020-03-14;13:40:19;47.390634026;8.602840428;6.796505702616287;969.893128221;284.28;0.057760970059597024;o
2020-03-14;12:40:20;2020-03-14;13:40:20;47.390589483999996;8.602825268;6.627405702616329;970.116043243;284.27;0.019160160930503618;o
2020-03-14;12:40:21;2020-03-14;13:40:21;47.390566777;8.602832794;6.614005702616339;970.034983235;284.24;0.019023513640641754;o
2020-03-14;12:40:22;2020-03-14;13:40:22;47.390559251999996;8.602848845;6.303305702616342;969.9539232269999;284.21;0.01888686635077989;o
2020-03-14;12:40:23;2020-03-14;13:40:23;47.390558311999996;8.602860488;6.225005702616329;969.9539232269999;284.21;0.031002659322501906;o
2020-03-14;12:40:24;2020-03-14;13:40:24;47.390560158;8.602867272000001;6.200905702616296;970.024850734;284.2;0.03626459388569573;o
2020-03-14;12:40:25;2020-03-14;13:40:25;47.390562456000005;8.602870594;6.229805702616318;970.024850734;284.2;0.03626459388569573;o
2020-03-14;12:40:26;2020-03-14;13:40:26;47.390566885;8.602866599;6.2399057026163405;970.0045857319999;284.21;0.03344480021423055;o
