#MEMO2 project has received funding from the European Unions Horizon 2020 research
#and innovation programme  under the Marie Sklodowska-Curie grant agreement No 722479
#Data separator = ;
#Invalid_data = -999.99
#Unit = ppb
#Data provider = Jonas Ravelid, Randulph Morales
#Contact details = jonas.ravelid@empa.ch, randulph.morales@empa.ch
#Creation date = 2021-06-27 16:24:51 UTC
#
#Data version = version_2.0
#Drone measurements on 20200308. Release experiment in Duebendorf Measurement was
# from 13:17:37 to 13:28:26 UTC. Second of three mass balances. Heights above gro
#und are 2.5, 5.0, 7.5, 10.0, 12.5 m. Location is 47.390579, 8.603337
#------------------------------------------------------------#
Date_UTC;Time_UTC;Date_Loc;Time_Loc;Latitude;Longitude;Altitude;Pressure;Temperature;CH4_spec_corr;Flag
2020-03-08;13:17:01;2020-03-08;14:17:01;47.390477193;8.603259296000001;1.0724892480709514;968.748155608;286.09;902.3381797963493;o
2020-03-08;13:17:02;2020-03-08;14:17:02;47.39047716;8.603259292999999;1.0733892480709528;968.738023107;286.08;497.92199702864696;o
2020-03-08;13:17:03;2020-03-08;14:17:03;47.390477458999996;8.603259494;1.0729892480709395;968.7734868605;286.07;497.92199702864696;o
2020-03-08;13:17:04;2020-03-08;14:17:04;47.390477368999996;8.603259433;1.0700892480709285;968.808950614;286.06;907.5662061196296;o
2020-03-08;13:17:05;2020-03-08;14:17:05;47.390477393999994;8.603259458;1.0757892480709188;968.778553111;286.03;860.4882839343842;o
2020-03-08;13:17:06;2020-03-08;14:17:06;47.390477347;8.603259425;1.0746892480709107;968.778553111;286.01;871.2985945725424;o
2020-03-08;13:17:07;2020-03-08;14:17:07;47.390477327;8.603259439;1.0728892480709646;968.778553111;286.01;861.7807914839959;o
2020-03-08;13:17:08;2020-03-08;14:17:08;47.390477448;8.603259538;1.0863892480709296;968.808950614;285.95;878.339719756551;o
2020-03-08;13:17:09;2020-03-08;14:17:09;47.390477319;8.603260927000001;1.71058924807096;968.8292156159999;285.9;724.7831850468662;o
2020-03-08;13:17:10;2020-03-08;14:17:10;47.390472376000005;8.60326289;3.0104892480709395;968.606300594;285.87;571.2266503371814;o
2020-03-08;13:17:11;2020-03-08;14:17:11;47.390464382;8.603268412;4.627489248070958;968.606300594;285.87;365.99547800931185;o
2020-03-08;13:17:12;2020-03-08;14:17:12;47.390453443;8.60327669;4.781189248070916;968.3732530709999;285.88;478.24821830812084;o
2020-03-08;13:17:13;2020-03-08;14:17:13;47.390437802;8.60329136;4.799489248070927;968.3175243154999;285.83;461.32594344250305;o
2020-03-08;13:17:14;2020-03-08;14:17:14;47.390421115;8.603311746000001;4.738189248070967;968.26179556;285.78;506.16928452737807;o
2020-03-08;13:17:15;2020-03-08;14:17:15;47.390405152;8.603334121;4.6343892480709314;968.26179556;285.73999999999995;555.4000047377399;o
2020-03-08;13:17:16;2020-03-08;14:17:16;47.390390723;8.603356565;4.575089248070924;968.26179556;285.73999999999995;513.3907257650609;o
2020-03-08;13:17:17;2020-03-08;14:17:17;47.390378928000004;8.603377822999999;4.516689248070918;968.26179556;285.73999999999995;542.3347456761597;o
2020-03-08;13:17:18;2020-03-08;14:17:18;47.390370146;8.60339725;4.5046892480709175;968.2719280609999;285.72999999999996;542.3347456761597;o
2020-03-08;13:17:19;2020-03-08;14:17:19;47.390364481999995;8.603416223;4.447489248070951;968.2719280609999;285.71999999999997;538.158277200964;o
2020-03-08;13:17:20;2020-03-08;14:17:20;47.39036189;8.603433294;4.378189248070953;968.2719280609999;285.71999999999997;533.9818087257681;o
2020-03-08;13:17:21;2020-03-08;14:17:21;47.390361261;8.603446256;4.365289248070951;968.282060562;285.71;521.8021837222459;o
2020-03-08;13:17:22;2020-03-08;14:17:22;47.390361511;8.603453802;4.364689248070931;968.282060562;285.71;497.4895857917521;o
2020-03-08;13:17:23;2020-03-08;14:17:23;47.390362894;8.603453722000001;4.34068924807093;968.282060562;285.71;514.3277377320674;o
2020-03-08;13:17:24;2020-03-08;14:17:24;47.390365032;8.603448262;4.305689248070962;968.282060562;285.71;547.1295743401678;o
2020-03-08;13:17:25;2020-03-08;14:17:25;47.390368464;8.60344014;4.1541892480709635;968.2921930629999;285.72999999999996;506.3358992774101;o
2020-03-08;13:17:26;2020-03-08;14:17:26;47.39036596;8.603440375;4.391489248070911;968.332723067;285.73999999999995;453.6771774107333;o
2020-03-08;13:17:27;2020-03-08;14:17:27;47.390362833999994;8.603445446;4.39888924807093;968.36312057;285.73999999999995;456.86212937818215;o
2020-03-08;13:17:28;2020-03-08;14:17:28;47.390356435;8.603460015;4.3673892480709355;968.2516630590001;285.73999999999995;451.4657206691986;o
2020-03-08;13:17:29;2020-03-08;14:17:29;47.390348603;8.603479669;4.372789248070944;968.26179556;285.73999999999995;446.06931196021503;o
2020-03-08;13:17:30;2020-03-08;14:17:30;47.39033993100001;8.603500347999999;4.385789248070921;968.2415305579999;285.71999999999997;430.61543862279376;o
2020-03-08;13:17:31;2020-03-08;14:17:31;47.390329908000005;8.603520582;4.338689248070921;968.2668618104999;285.72499999999997;446.7270970675261;o
2020-03-08;13:17:32;2020-03-08;14:17:32;47.390320231000004;8.603538533;4.329589248070931;968.2921930629999;285.72999999999996;446.87395035431734;o
2020-03-08;13:17:33;2020-03-08;14:17:33;47.390312103999996;8.603554512999999;4.312889248070917;968.2719280609999;285.73999999999995;469.47317892585914;o
2020-03-08;13:17:34;2020-03-08;14:17:34;47.39030533;8.603570565;4.324489248070961;968.2719280609999;285.73999999999995;467.80369033529485;o
2020-03-08;13:17:35;2020-03-08;14:17:35;47.390302322;8.603579768;4.2867892480709315;968.2415305579999;285.72999999999996;495.139677872525;o
2020-03-08;13:17:36;2020-03-08;14:17:36;47.390302495;8.603579615;4.270589248070962;968.2719280609999;285.72999999999996;495.139677872525;o
2020-03-08;13:17:37;2020-03-08;14:17:37;47.390303928;8.603575741;4.290489248070912;968.2719280609999;285.73999999999995;459.4103034810754;o
2020-03-08;13:17:38;2020-03-08;14:17:38;47.390304163;8.603566851;4.2826892480709375;968.2719280609999;285.72999999999996;423.68092908962575;o
2020-03-08;13:17:40;2020-03-08;14:17:40;47.390304225;8.603554202;3.6262892480709183;968.26179556;285.71999999999997;517.2609580996967;o
2020-03-08;13:17:41;2020-03-08;14:17:41;47.39030438100001;8.603546354;3.237289248070965;968.3073918145001;285.715;493.4779500101872;o
2020-03-08;13:17:42;2020-03-08;14:17:42;47.390305186000006;8.60354401;3.0553892480709237;968.352988069;285.71;543.0654638093666;o
2020-03-08;13:17:43;2020-03-08;14:17:43;47.39030631;8.603543238;2.8293892480709246;968.4340480769999;285.69;550.7352818344142;o
2020-03-08;13:17:44;2020-03-08;14:17:44;47.390306251999995;8.603544451;2.7553892480709123;968.4340480769999;285.69;665.946891907152;o
2020-03-08;13:17:45;2020-03-08;14:17:45;47.3903055;8.603546803;2.730989248070955;968.4340480769999;285.71;781.1585019798898;o
2020-03-08;13:17:46;2020-03-08;14:17:46;47.390304431000004;8.6035495;2.7091892480709134;968.454313079;285.71999999999997;782.8525032256604;o
2020-03-08;13:17:47;2020-03-08;14:17:47;47.390303401000004;8.603552299;2.705189248070951;968.4340480769999;285.7;784.5465044714309;o
2020-03-08;13:17:48;2020-03-08;14:17:48;47.390302938000005;8.603554614;2.654489248070945;968.4340480769999;285.7;748.4028214986055;o
2020-03-08;13:17:49;2020-03-08;14:17:49;47.390303105;8.603556151;2.6630892480709463;968.454313079;285.67999999999995;657.2632161812487;o
2020-03-08;13:17:50;2020-03-08;14:17:50;47.390303391;8.603556877;2.6651892480709307;968.444180578;285.67999999999995;646.5632026126387;o
2020-03-08;13:17:51;2020-03-08;14:17:51;47.390303544;8.603556428;2.675989248070948;968.4340480769999;285.67999999999995;733.5056074039966;o
2020-03-08;13:17:52;2020-03-08;14:17:52;47.390303586;8.603555629;2.6822892480709584;968.4340480769999;285.7;809.2134549492197;o
2020-03-08;13:17:53;2020-03-08;14:17:53;47.390303818999996;8.603554523;2.6377892480709306;968.4340480769999;285.7;1600.1348367782998;o
2020-03-08;13:17:54;2020-03-08;14:17:54;47.390303915;8.603553947;2.6401892480709535;968.4340480769999;285.7;7542.378085142763;o
2020-03-08;13:17:55;2020-03-08;14:17:55;47.390303623;8.603553117;2.601889248070961;968.4340480769999;285.7;9191.203720650821;o
2020-03-08;13:17:56;2020-03-08;14:17:56;47.390303018000004;8.603553251000001;2.539489248070936;968.403650574;285.7;9411.79496902116;o
