#MEMO2 project has received funding from the European Unions Horizon 2020 research
#and innovation programme  under the Marie Sklodowska-Curie grant agreement No 722479
#Data separator = ;
#Invalid_data = -999.99
#Unit = %
#Data provider = Jonas Ravelid, Randulph Morales
#Contact details = jonas.ravelid@empa.ch, randulph.morales@empa.ch
#Creation date = 2021-06-27 16:08:43 UTC
#
#Data version = version_2.0
#Drone measurements on 20200309. Release experiment in Duebendorf Measurement was
# from 09:54:00 to 10:03:28 UTC. Second of three mass balances. Heights above gro
#und are 2.5, 5.0, 7.5, 12.5 m. Location is 47.390572, 8.603383
#------------------------------------------------------------#
Date_UTC;Time_UTC;Date_Loc;Time_Loc;Latitude;Longitude;Altitude;Pressure;Temperature;H2O_spec_corr;Flag
2020-03-09;09:51:31;2020-03-09;10:51:31;47.390390052;8.603105288;1.241267361078485;967.0154979370001;281.66999999999996;-0.08821740658848443;o
2020-03-09;09:51:32;2020-03-09;10:51:32;47.390388648999995;8.603109825;2.592867361078504;966.701390406;281.64;-0.10377889080193133;o
2020-03-09;09:51:33;2020-03-09;10:51:33;47.390386762;8.603119258;2.964867361078518;966.600065396;281.65;-0.11934037501537823;o
2020-03-09;09:51:34;2020-03-09;10:51:34;47.390382263999996;8.603141906;3.022867361078511;966.5088728869999;281.65;-0.12991755134177824;o
2020-03-09;09:51:35;2020-03-09;10:51:35;47.390373331999996;8.603176472000001;3.0160673610785125;966.529137889;281.65;-0.12057717121505729;o
2020-03-09;09:51:36;2020-03-09;10:51:36;47.390361086999995;8.603214024;2.9441673610784846;966.549402891;281.63;-0.09776560705891849;o
2020-03-09;09:51:37;2020-03-09;10:51:37;47.390347754;8.60324882;2.930567361078488;966.549402891;281.63;-0.11793263922557284;o
2020-03-09;09:51:38;2020-03-09;10:51:38;47.390334876000004;8.603277692999999;2.873167361078515;966.5595353919999;281.63;-0.10357203441142447;o
2020-03-09;09:51:39;2020-03-09;10:51:39;47.390323977;8.603300888;2.8500673610785157;966.549402891;281.63;-0.09384510103133423;o
2020-03-09;09:51:40;2020-03-09;10:51:40;47.390314472;8.603319921;2.8611673610785147;966.53927039;281.63;-0.08604447964363286;o
2020-03-09;09:51:41;2020-03-09;10:51:41;47.390304543999996;8.603338871;2.874967361078518;966.53927039;281.62;-0.1010329620810704;o
2020-03-09;09:51:42;2020-03-09;10:51:42;47.390292506;8.603361607;2.8851673610785156;966.549402891;281.62;-0.10925583420842203;o
2020-03-09;09:51:43;2020-03-09;10:51:43;47.390282283999994;8.603379126;2.9606673610784924;966.5595353919999;281.62;-0.11747870633577365;o
2020-03-09;09:51:44;2020-03-09;10:51:44;47.39027574;8.603388291;3.0053673610785268;966.549402891;281.60999999999996;-0.10545457024909238;o
2020-03-09;09:51:45;2020-03-09;10:51:45;47.390270961999995;8.603395281000001;2.9192673610784823;966.549402891;281.60999999999996;-0.10426410680910494;o
2020-03-09;09:51:46;2020-03-09;10:51:46;47.390265613000004;8.603404809;2.853367361078483;966.519005388;281.60999999999996;-0.10307364336911752;o
2020-03-09;09:51:47;2020-03-09;10:51:47;47.390260533;8.603412765;2.8485673610784943;966.549402891;281.62;-0.10018061544389364;o
2020-03-09;09:51:48;2020-03-09;10:51:48;47.390256873;8.60341426;2.9154673610785267;966.630462899;281.62;-0.13851819373358545;o
2020-03-09;09:51:49;2020-03-09;10:51:49;47.390253644;8.603413627;2.922867361078488;966.549402891;281.615;-0.15351384564604015;o
2020-03-09;09:51:50;2020-03-09;10:51:50;47.390253173000005;8.603412595;2.8431673610784856;966.4683428829999;281.60999999999996;-0.13504951112889507;o
2020-03-09;09:51:51;2020-03-09;10:51:51;47.390254308;8.603411661;2.820167361078518;966.519005388;281.57;-0.14409408465852694;o
2020-03-09;09:51:52;2020-03-09;10:51:52;47.39025592;8.603411081;2.832867361078513;966.519005388;281.57;-0.1531386581881588;o
2020-03-09;09:51:53;2020-03-09;10:51:53;47.39025729;8.603411235;2.8929673610784903;966.529137889;281.56;-0.16054463248541284;o
2020-03-09;09:51:54;2020-03-09;10:51:54;47.390258118999995;8.603411737;2.898367361078499;966.529137889;281.56;-0.1505404254360857;o
2020-03-09;09:51:55;2020-03-09;10:51:55;47.390258305;8.603412307000001;2.8461673610785283;966.519005388;281.56;-0.1395641958616993;o
2020-03-09;09:51:56;2020-03-09;10:51:56;47.390258356000004;8.603412806;2.7691673610784733;966.549402891;281.56;-0.12249457719157957;o
2020-03-09;09:51:57;2020-03-09;10:51:57;47.390257993999995;8.603413059;2.716667361078521;966.5088728869999;281.56;-0.10141264638215887;o
2020-03-09;09:51:58;2020-03-09;10:51:58;47.390257483999996;8.60341296;2.6719673610784866;966.5342041394999;281.56;-0.10451598063884779;o
2020-03-09;09:51:59;2020-03-09;10:51:59;47.390255641;8.60341091;2.684567361078507;966.5595353919999;281.56;-0.10675858576670177;o
2020-03-09;09:52:00;2020-03-09;10:52:00;47.390254107;8.603408731;2.7046673610785206;966.579800394;281.56;-0.08574658846430251;o
2020-03-09;09:52:01;2020-03-09;10:52:01;47.390253767;8.603407983;2.3869673610785185;966.549402891;281.56;-0.06473459116190325;o
2020-03-09;09:52:02;2020-03-09;10:52:02;47.390253438;8.603407574;2.014667361078523;966.6203303980001;281.56;-0.035442410884414355;o
2020-03-09;09:52:03;2020-03-09;10:52:03;47.390253175;8.603406541;2.0372673610784773;966.650727901;281.56;-0.005563009934365209;o
2020-03-09;09:52:04;2020-03-09;10:52:04;47.390253118000004;8.603406078999999;1.9913673610785168;966.6203303980001;281.56;-0.07239620496305672;o
2020-03-09;09:52:05;2020-03-09;10:52:05;47.390252817;8.603406;1.9831673610785288;966.6709929030001;281.56;-0.07521188251728536;o
2020-03-09;09:52:06;2020-03-09;10:52:06;47.390252507;8.603406123;1.9362673610784782;966.6709929030001;281.56;-0.021624550389637023;o
2020-03-09;09:52:07;2020-03-09;10:52:07;47.390252518000004;8.603406437;1.9148673610785067;966.6152641475;281.565;-0.009899131697573747;o
2020-03-09;09:52:08;2020-03-09;10:52:08;47.390252345;8.603406243;2.2104673610784857;966.5595353919999;281.57;-0.01155247592175193;o
2020-03-09;09:52:09;2020-03-09;10:52:09;47.390252101;8.603406582;2.592367361078516;966.549402891;281.57;-0.06319877534448139;o
2020-03-09;09:52:10;2020-03-09;10:52:10;47.390251743;8.60340649;3.01286736107852;966.549402891;281.57;-0.0706092052824238;o
2020-03-09;09:52:11;2020-03-09;10:52:11;47.390251306;8.603406222;3.52566736107849;966.519005388;281.58;-0.07801963522036622;o
2020-03-09;09:52:12;2020-03-09;10:52:12;47.39025136;8.60340659;4.353367361078483;966.3264878690001;281.57;-0.10954427531693997;o
2020-03-09;09:52:13;2020-03-09;10:52:13;47.390251133999996;8.603406664;5.127567361078491;966.2656928629999;281.57;-0.0957629952769987;o
