"","date","co2","ch4","co","h20","cav.p","T0","T1","T2","lon","lat","alt.uav","alt.p","amb.press","pump.press","uav.speed","lon.rtc","lat.rtc","alt.rtc","alt.p.sm.10","alt.p.sm.20"
"1",2020-03-14 14:04:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315945,47.39055693,0.00822758620688546,0,0
"2",2020-03-14 14:04:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331581,47.390556915,0.00572758620685931,0,0
"3",2020-03-14 14:04:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331582,47.3905569,0.00367758620686232,0,0
"4",2020-03-14 14:04:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331597,47.390556905,0.00267758620685754,0,0
"5",2020-03-14 14:04:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033316045,47.39055692,0.004427586206873,0,0
"6",2020-03-14 14:04:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315885,47.390556935,0.00687758620688328,0,0
"7",2020-03-14 14:04:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315685,47.390556945,0.00692758620687073,0,0
"8",2020-03-14 14:04:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315685,47.39055696,0.00827758620687291,0,0
"9",2020-03-14 14:04:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315775,47.39055693,0.00532758620687446,0,0
"10",2020-03-14 14:04:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331597,47.39055691,0.00292758620688005,0,0
"11",2020-03-14 14:04:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315925,47.3905569,0.00282758620690515,0,0
"12",2020-03-14 14:04:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331582,47.3905569,0.000677586206904835,0,0
"13",2020-03-14 14:04:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315775,47.39055692,0.00462758620687964,0,0
"14",2020-03-14 14:04:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315805,47.390556935,0.00437758620688555,0,0
"15",2020-03-14 14:04:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331586,47.39055693,0.00632758620687923,0,0
"16",2020-03-14 14:04:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315725,47.39055691,0.00547758620689365,0,0
"17",2020-03-14 14:04:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331568,47.390556915,0.00767758620688141,0,0
"18",2020-03-14 14:04:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331572,47.39055692,0.00337758620688077,0,0
"19",2020-03-14 14:04:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315745,47.39055692,0.00492758620686118,0,0.0807488591903195
"20",2020-03-14 14:04:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315705,47.39055693,0.00367758620689074,0,0.508629537410335
"21",2020-03-14 14:04:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331573,47.39055692,0.00452758620687632,0,0.88100178589186
"22",2020-03-14 14:04:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331578,47.390556915,0.00427758620688224,0,1.34015575608171
"23",2020-03-14 14:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331569,47.390556925,0.0045775862068922,0,1.70398924368594
"24",2020-03-14 14:05:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315595,47.390556915,0.00452758620687632,0,2.11730757568114
"25",2020-03-14 14:05:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331579,47.39055692,0.00482758620688628,0,2.48416063005646
"26",2020-03-14 14:05:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331571,47.390556935,0.00467758620686709,0,3.08247981926251
"27",2020-03-14 14:05:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315685,47.390556925,0.00237758620690443,0,3.52858377770539
"28",2020-03-14 14:05:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331574,47.39055693,-0.00292241379312941,0,3.9825951096075
"29",2020-03-14 14:05:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331577,47.39055693,-0.00077241379312909,0.360604645892333,4.44665403852319
"30",2020-03-14 14:05:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315595,47.390556935,-0.00302241379313273,1.20087995383877,4.84076048539591
"31",2020-03-14 14:05:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331582,47.390556935,0.00012758620690079,2.01931878321298,5.23825628121478
"32",2020-03-14 14:05:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315775,47.39055692,0.00272758620687341,2.90081670024194,5.53191431541173
"33",2020-03-14 14:05:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315855,47.39055692,0.00097758620688637,3.67884163099077,5.75713899309626
"34",2020-03-14 14:05:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.60333158,47.390556925,-0.00292241379312941,4.49756884545363,6.00676129944531
"35",2020-03-14 14:05:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315675,47.390556925,-0.00302241379310431,5.38798463992586,6.24956286423729
"36",2020-03-14 14:05:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603331583,47.390556925,-0.000522413793106577,6.56360319181118,6.46587488814664
"37",2020-03-14 14:05:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6033315935,47.390556905,0.000377586206866454,7.43562017553853,6.67162133507195
"38",2020-03-14 14:05:30,422.83394174725,3950.73620521935,542.619852140923,0.0090343812273,79.979351108,129.87,14.782,14.2365,8.60331584218182,47.3905349718182,0,9.18103758364186,970.48,351.005,0,8.6033315915,47.39055693,0.00122758620688046,8.38702629952912,6.90037620365572
"39",2020-03-14 14:05:32,422.84540038637,3946.04152855091,539.443708521726,0.00916865523562392,79.979351108,129.87,14.756,14.227,8.60331572347059,47.3905349305882,0,7.62026770560036,970.66,352.48,0,8.6033315635,47.39055694,0.00217758620689779,9.14052769209536,7.18938232835036
"40",2020-03-14 14:05:34,422.85685902549,3941.34685188247,536.267564902528,0.00930292924394783,79.979351108,129.87,14.76,14.213,8.60331620568421,47.3905352257895,0.389473696673684,9.70780315737174,970.42,351.69,0.060000099456,8.603331551,47.390556945,0.000377586206866455,9.03045927052451,7.30123278667479
"41",2020-03-14 14:05:36,422.730233553073,3888.69544312358,499.882012379939,0.010302700306,79.9979915615,129.87,14.727,14.194,8.60331723888235,47.3905360476471,4.3000001376,7.62580313320447,970.66,350.91,0.0947060393374118,8.603332365,47.390557005,0.596227586206881,9.05226224790223,7.08700630251846
"42",2020-03-14 14:05:38,422.665060016206,3800.45474889417,481.685917671229,0.010302700306,79.99647872725,129.87,14.7,14.201,8.60327635627778,47.3905541833333,6.5500002096,8.67090190192594,970.54,352.48,3.445005710432,8.603332621,47.390558775,4.41842758620689,8.57211656432875,6.99990212066805
"43",2020-03-14 14:05:40,422.59988647934,3712.21405466476,463.489822962519,0.010302700306,79.994965893,129.87,14.683,14.193,8.60317606447059,47.3906078764706,6.60588256432941,7.6313385512556,970.66,350.71,4.24059526449318,8.6032921465,47.39058132,5.94347758620688,8.29984841884682,6.66718556186227
"44",2020-03-14 14:05:42,422.556337521607,3645.61407889489,451.358944213734,0.0102758300201086,79.994965893,129.87,14.665,14.196,8.60308089189474,47.39063596,6.73684232084211,13.1075057436605,970.03,350.39,2.62316224288337,8.6031850155,47.390631285,5.98127758620688,7.99667159310811,6.61520442934155
"45",2020-03-14 14:05:44,422.512788563875,3579.01410312502,439.228065464949,0.0102489597342171,79.994965893,129.87,14.643,14.19,8.60303385982353,47.3906315082353,6.61764727058824,8.67920408378946,970.54,351.1,0.65000107744,8.603089572,47.390655495,5.79372758620687,7.66846465513148,6.41895419050852
"46",2020-03-14 14:05:46,422.303912334941,3371.13935652791,391.641996880869,0.0099428898999,80.019195557,129.87,14.619,14.168,8.6030259274,47.3906287315,6.6000002112,9.72440565902146,970.42,351.89,0.4365007235424,8.603047221,47.39065124,5.57742758620688,6.83905960112179,6.24312209760763
"47",2020-03-14 14:05:48,422.095068185667,3134.68008757251,343.927941360148,0.0099428898999,80.019525237,129.87,14.59,14.1485,8.60300296905882,47.3906345488235,6.58235315181177,9.72717273426475,970.42,350.45,1.28764919322729,8.603039174,47.39064882,5.22287758620689,6.37487548876547,5.91222061272115
"48",2020-03-14 14:05:50,422.025625443113,3053.7857971876,328.023432825205,0.00998918622573533,80.019525237,129.87,14.57,14.127,8.602965172,47.390644133125,6.6000002112,7.64517705454613,970.66,351.1,1.529377535092,8.603014528,47.390654145,5.37047758620687,6.07166594970314,5.76613446648755
"49",2020-03-14 14:05:52,421.956182700559,2972.89150680268,312.118924290263,0.0100354825515707,80.019525237,129.87,14.542,14.108,8.60292022253333,47.3906540113333,6.6000002112,8.69027362614749,970.54,351.62,1.8320030367232,8.602975841,47.3906633,5.41002758620687,5.56858079754642,5.51554075501509
"50",2020-03-14 14:05:54,421.90628732872,2744.34437719027,281.68640300982,0.011209406954,80.022705078,129.87,14.506,14.105,8.60286400594445,47.3906675677778,6.6000002112,4.52435274536201,971.02,351.3,2.290003795904,8.6029307825,47.39067332,5.41017758620686,5.19992182378144,5.34239590853686
"51",2020-03-14 14:05:56,421.883853056428,2652.29170663,267.025748463936,0.011209406954,80.0173645665,129.87,14.497,14.083,8.60279767570588,47.3906833888235,6.6000002112,4.87444820558304,970.98,351.5,3.03706385775812,8.6028769505,47.39068615,5.39627758620688,4.98836037024066,5.26994292667477
"52",2020-03-14 14:05:58,421.861418784136,2560.23903606973,252.365093918052,0.011209406954,80.012024055,129.87,14.475,14.067,8.60273693564706,47.3906975364706,6.6000002112,5.57190495290223,970.9,351.5,1.32176689683953,8.6028073365,47.39070266,5.34637758620687,4.76392724946423,5.18819818338481
"53",2020-03-14 14:06:00,421.845700492912,2501.57475605067,242.615544846563,0.0111103312291748,80.012024055,129.87,14.457,14.045,8.60272913870588,47.3906990070588,6.6000002112,4.53265860666027,971.02,350.2,0.0235294507670588,8.602743352,47.39071682,5.34162758620687,4.89328154192919,5.22046231908676
"54",2020-03-14 14:06:02,421.829982201689,2442.91047603161,232.865995775074,0.0110112555043496,80.012024055,129.87,14.43,14.031,8.602730911,47.3906995613333,6.6000002112,4.53542722231326,971.02,350.71,0.00666667771733333,8.6027413955,47.39071695,5.32512758620689,4.82953690352168,5.18560085520278
"55",2020-03-14 14:06:04,421.751856105244,2285.54675272117,213.056783062119,0.01029197931,79.987411499,129.87,14.434,14.013,8.60273377123077,47.3906997846154,6.6000002112,3.93040247628503,971.09,350.51,0,8.6027440465,47.39071718,5.28202758620691,4.76629718594639,5.11251659295494
"56",2020-03-14 14:06:06,421.676401004442,2198.24695559437,193.249608991466,0.01029197931,79.990202306,129.87,14.4035,13.9995,8.60273402821429,47.3906992121429,6.5500002096,6.62509618738507,970.78,351.105,0,8.602746959,47.390717195,5.22927758620687,4.87076146685944,5.17408715315219
"57",2020-03-14 14:06:08,421.651266841091,2174.61050526355,186.647219529939,0.010296704202636,79.990202306,129.87,14.367,13.971,8.6027337170625,47.3906984375,4.7312501514,4.54373305492801,971.02,351.58,0.03750006216,8.602746996,47.39071644,5.13197758620688,5.07078241191364,5.29179826135844
"58",2020-03-14 14:06:10,421.626132677741,2150.97405493273,180.044830068412,0.010301429095272,79.990202306,129.87,14.366,13.957,8.60273331407143,47.3906985271429,4.13571441805714,3.93870884644888,971.09,351.1,0,8.602746758,47.39071583,3.26842758620688,4.91442251507527,5.37070777919501
"59",2020-03-14 14:06:12,421.479266702754,2087.59941848269,175.197876301643,0.010683192864,79.977985382,129.87,14.341,13.925,8.60273200506667,47.3906983086667,4.000000128,6.63340013760643,970.78,350.59,0,8.602746432,47.390716035,2.74377758620687,5.00823999283255,5.37725985457009
"60",2020-03-14 14:06:14,421.40093423686,2075.71868842673,173.572112951677,0.010683192864,79.9827988835,129.87,14.323,13.925,8.60273056238889,47.3906984938889,4.000000128,2.20789203587922,971.29,350.79,0,8.602745057,47.390715935,2.67907758620689,5.25863156090781,5.27222751719634
"61",2020-03-14 14:06:16,421.322601770966,2063.83795837078,171.946349601711,0.010683192864,79.987612385,129.87,14.315,13.888,8.60272913046667,47.3906975046667,4.000000128,6.63893609246387,970.78,351.62,0.0333333885866667,8.6027441675,47.3907159,2.65022758620688,5.33658363771828,5.2368971564815
"62",2020-03-14 14:06:18,421.270380111007,2060.01092872675,170.862506696972,0.010683192864,79.987612385,129.87,14.302,13.88,8.60273231773333,47.3906980893333,3.91333345856,4.55757606147187,971.02,352.01,0.387333975377067,8.6027428295,47.390715045,2.58437758620687,5.63913387188708,5.26223954863792
"63",2020-03-14 14:06:20,421.218158451047,2056.18389908273,169.778663792233,0.010683192864,79.987612385,129.87,14.281,13.866,8.60274789175,47.3907088016667,3.9666667936,3.95255274891118,971.09,351.38,0.955001583008,8.602746942,47.390716,2.57707758620688,5.49458923473958,5.29221487786795
"64",2020-03-14 14:06:22,421.046872563464,2046.04833115977,168.548264259508,0.011661392782644,79.999225833,129.87,14.255,13.849,8.60276609522222,47.390725285,3.99444457226667,5.9524847292118,970.86,351.69,1.04944618400356,8.6027623125,47.390726575,2.60207758620689,5.3667204719523,5.41724583048922
