"","date","ch4.corr","ch4.raw","lon","lat","alt"
"1",2020-03-13 11:54:51,1998.57134605511,1998.57134605511,8.60332365,47.390618355,-0.00261
"2",2020-03-13 11:54:53,1996.23562730323,1996.23562730323,8.603323638,47.39061833,-0.00306
"3",2020-03-13 11:54:55,1991.56071795351,1991.56071795351,8.6033236405,47.390618365,-0.00551
"4",2020-03-13 11:54:57,1990.33780150538,1990.33780150538,8.603323647,47.390618375,-0.00276
"5",2020-03-13 11:54:59,1989.11488505725,1989.11488505725,8.60332361,47.390618355,-0.00756
"6",2020-03-13 11:55:01,1988.30807443546,1988.30807443546,8.6033235575,47.390618365,-0.00201
"7",2020-03-13 11:55:03,1987.50122679976,1987.50122679976,8.603323559,47.390618365,0.00404
"8",2020-03-13 11:55:05,1987.31651869626,1987.31651869626,8.603323568,47.39061837,0.00474
"9",2020-03-13 11:55:07,1987.13181059276,1987.13181059276,8.6033235745,47.39061833,0.00554
"10",2020-03-13 11:55:09,1987.15697645348,1987.15697645348,8.603323592,47.39061835,-0.00546
"11",2020-03-13 11:55:11,1987.18283629599,1987.18283629599,8.603323577,47.390618355,-0.00186
"12",2020-03-13 11:55:13,1987.16364351378,1987.16364351378,8.603323573,47.39061836,-0.00086
"13",2020-03-13 11:55:15,1987.14445073156,1987.14445073156,8.603323577,47.39061834,0.00289
"14",2020-03-13 11:55:17,1986.8590436031,1986.8590436031,8.6033235745,47.390618355,0.00139
"15",2020-03-13 11:55:19,1986.71623469658,1986.71623469658,8.6033235935,47.390618355,0.00199
"16",2020-03-13 11:55:21,1986.57342579006,1986.57342579006,8.603323573,47.390618365,0.00154
"17",2020-03-13 11:55:23,1986.48284742133,1986.48284742133,8.6033235385,47.39061835,0.00389
"18",2020-03-13 11:55:25,1986.3922690526,1986.3922690526,8.603327284,47.390618845,0.77719
"19",2020-03-13 11:55:27,1986.29003498844,1986.29003498844,8.60335401,47.390629815,4.32304
"20",2020-03-13 11:55:29,1986.22119326414,1986.22119326414,8.603395025,47.390654795,6.25389
"21",2020-03-13 11:55:31,1986.18709318232,1986.18709318232,8.603420128,47.39064933,6.59659
"22",2020-03-13 11:55:33,1986.15299310051,1986.15299310051,8.60343079,47.39063019,6.55739
"23",2020-03-13 11:55:35,1986.06947207599,1986.06947207599,8.603426019,47.390607665,6.54174
"24",2020-03-13 11:55:37,1985.9858443653,1985.9858443653,8.6034098685,47.39059754,6.57274
"25",2020-03-13 11:55:39,1985.95990340412,1985.95990340412,8.603405119,47.39060078,6.54459
"26",2020-03-13 11:55:41,1985.93396244295,1985.93396244295,8.6034129945,47.39060428,6.48274
"27",2020-03-13 11:55:43,1985.89942630311,1985.89942630311,8.6034170155,47.39060209,6.48079
"28",2020-03-13 11:55:45,1985.86455830783,1985.86455830783,8.6034125775,47.39060157,6.73989
"29",2020-03-13 11:55:47,1985.81232301259,1985.81232301259,8.6034214415,47.39059796,7.30544
"30",2020-03-13 11:55:49,1985.76008771736,1985.76008771736,8.6034759025,47.39057679,7.37939
"31",2020-03-13 11:55:51,1985.36850233632,1985.36850233632,8.603568419,47.390534565,7.39349
"32",2020-03-13 11:55:53,1985.171856002,1985.171856002,8.603668101,47.390482475,7.30134
"33",2020-03-13 11:55:55,1984.97520966767,1984.97520966767,8.6037491255,47.39043988,7.25339
"34",2020-03-13 11:55:57,1985.03546250897,1985.03546250897,8.603766245,47.39042279,7.19629
"35",2020-03-13 11:55:59,1985.35789687338,1985.35789687338,8.6037634785,47.3904224,7.21164
"36",2020-03-13 11:56:01,1985.68033123779,1985.68033123779,8.6037623685,47.39042523,7.14539
"37",2020-03-13 11:56:03,1986.31861303618,1986.31861303618,8.603760724,47.390425685,7.10979
"38",2020-03-13 11:56:05,1986.70497845331,1986.70497845331,8.6037607355,47.39042547,7.11704
"39",2020-03-13 11:56:07,1986.98585504992,1986.98585504992,8.6037723905,47.39042302,7.12149
"40",2020-03-13 11:56:09,1987.26673164653,1987.26673164653,8.603799152,47.390411565,7.22454
"41",2020-03-13 11:56:11,1987.83018552342,1987.83018552342,8.603845065,47.390391985,7.19994
"42",2020-03-13 11:56:13,1988.02627253905,1988.02627253905,8.603895645,47.390373465,7.13589
"43",2020-03-13 11:56:15,1988.22235955469,1988.22235955469,8.6039425025,47.390353995,7.10299
"44",2020-03-13 11:56:17,1988.82404641737,1988.82404641737,8.6039523835,47.390346755,7.17144
"45",2020-03-13 11:56:19,1989.43243257149,1989.43243257149,8.6039501095,47.39034638,7.13954
"46",2020-03-13 11:56:21,1989.70983483621,1989.70983483621,8.6039488885,47.39034704,7.03819
"47",2020-03-13 11:56:23,1989.98723710092,1989.98723710092,8.6039408775,47.39033886,7.02214
"48",2020-03-13 11:56:25,1990.95676882794,1990.95676882794,8.603912401,47.390301195,6.96974
"49",2020-03-13 11:56:27,1991.93507733975,1991.93507733975,8.603859241,47.39023864,6.96694
"50",2020-03-13 11:56:29,1992.60383394667,1992.60383394667,8.603797375,47.39017511,6.95729
"51",2020-03-13 11:56:31,1993.2725905536,1993.2725905536,8.603755777,47.390142445,6.92484
"52",2020-03-13 11:56:33,1995.96356970089,1995.96356970089,8.603754923,47.39014109,6.98554
"53",2020-03-13 11:56:35,1997.3024698284,1997.3024698284,8.6037676895,47.390145875,7.11179
"54",2020-03-13 11:56:37,1998.64136995592,1998.64136995592,8.60377266,47.390147945,6.96689
"55",2020-03-13 11:56:39,2001.17501054133,2001.17501054133,8.6037714405,47.39014774,5.73824
"56",2020-03-13 11:56:41,2005.90442927566,2005.90442927566,8.6037682175,47.39014807,4.87544
"57",2020-03-13 11:56:43,2008.27186703591,2008.27186703591,8.6037670075,47.39014606,4.13889
"58",2020-03-13 11:56:45,2010.63930479617,2010.63930479617,8.60376715,47.39014463,3.41999
"59",2020-03-13 11:56:47,2015.69015357443,2015.69015357443,8.6037658165,47.390143605,3.14669
"60",2020-03-13 11:56:49,2022.85923927465,2022.85923927465,8.603765124,47.390143355,3.14899
"61",2020-03-13 11:56:51,2030.02832717427,2030.02832717427,8.603764999,47.390142395,3.18334
"62",2020-03-13 11:56:53,2037.18832054063,2037.18832054063,8.603769221,47.39014316,3.20439
"63",2020-03-13 11:56:55,2042.27049814444,2042.27049814444,8.6037831425,47.390154015,3.16649
"64",2020-03-13 11:56:57,2047.35267574826,2047.35267574826,8.6038078475,47.39017443,3.12739
"65",2020-03-13 11:56:59,2070.07645668689,2070.07645668689,8.603827716,47.39019005,3.13934
"66",2020-03-13 11:57:01,2092.80582191832,2092.80582191832,8.603832955,47.39019533,3.14364
"67",2020-03-13 11:57:03,2102.28268621586,2102.28268621586,8.603831099,47.390194895,3.19414
"68",2020-03-13 11:57:05,2111.75955051341,2111.75955051341,8.603831255,47.39019411,3.29144
"69",2020-03-13 11:57:07,2156.78907984275,2156.78907984275,8.6038461965,47.39020578,3.34294
"70",2020-03-13 11:57:09,2201.81599047266,2201.81599047266,8.603869907,47.390230485,3.33624
"71",2020-03-13 11:57:11,2220.18422804091,2220.18422804091,8.603885915,47.39025479,3.32614
"72",2020-03-13 11:57:13,2238.55246560915,2238.55246560915,8.6038943545,47.39027236,3.31774
"73",2020-03-13 11:57:15,2309.20620032194,2309.20620032194,8.6039019285,47.390287005,3.21424
"74",2020-03-13 11:57:17,2344.53060117806,2344.53060117806,8.6039084485,47.390298805,3.24154
"75",2020-03-13 11:57:19,2379.85500203417,2379.85500203417,8.603911709,47.390309065,3.32239
"76",2020-03-13 11:57:21,2403.2920174385,2403.2920174385,8.6039129575,47.39031967,3.35839
"77",2020-03-13 11:57:23,2426.72903284282,2426.72903284282,8.6039149335,47.390329765,3.34804
"78",2020-03-13 11:57:25,2496.51639707652,2496.51639707652,8.6039174895,47.3903406,3.32779
"79",2020-03-13 11:57:27,2566.28793767935,2566.28793767935,8.603933717,47.39036488,3.33969
"80",2020-03-13 11:57:29,2583.44409715263,2583.44409715263,8.6039687435,47.390409205,3.27554
"81",2020-03-13 11:57:31,2600.60025662591,2600.60025662591,8.604006619,47.390460605,3.22359
"82",2020-03-13 11:57:33,2614.2116631985,2614.2116631985,8.6040389765,47.390514045,3.17199
"83",2020-03-13 11:57:35,2627.83512696865,2627.83512696865,8.604067067,47.39056865,3.17949
"84",2020-03-13 11:57:37,2624.01461798888,2624.01461798888,8.6040951805,47.390618575,3.24019
"85",2020-03-13 11:57:39,2620.19410900911,2620.19410900911,8.6041268405,47.390662865,3.17004
"86",2020-03-13 11:57:41,2549.17520012064,2549.17520012064,8.6041585765,47.39070825,3.14979
"87",2020-03-13 11:57:43,2478.17020024171,2478.17020024171,8.604188879,47.390753545,3.16359
"88",2020-03-13 11:57:45,2455.36057907218,2455.36057907218,8.604197465,47.390784525,3.11849
"89",2020-03-13 11:57:47,2432.55095790265,2432.55095790265,8.604191234,47.390788475,3.09304
"90",2020-03-13 11:57:49,2373.10879377009,2373.10879377009,8.604194458,47.390784565,2.95134
"91",2020-03-13 11:57:51,2313.65638112994,2313.65638112994,8.604201221,47.39078274,2.92429
"92",2020-03-13 11:57:53,2300.05259032281,2300.05259032281,8.604203658,47.390782835,2.89679
"93",2020-03-13 11:57:55,2286.44879951568,2286.44879951568,8.6042077375,47.390780335,2.86904
"94",2020-03-13 11:57:57,2304.50828318881,2304.50828318881,8.6042088945,47.39078069,2.91204
"95",2020-03-13 11:57:59,2322.56776132146,2322.56776132146,8.6042055885,47.390781705,2.94279
"96",2020-03-13 11:58:01,2340.63123048927,2340.63123048927,8.6042019835,47.39078302,2.94009
"97",2020-03-13 11:58:03,2349.65752572522,2349.65752572522,8.6041967275,47.39077984,2.87859
"98",2020-03-13 11:58:05,2358.68382096118,2358.68382096118,8.6041868765,47.390768515,2.91099
"99",2020-03-13 11:58:07,2385.54157270551,2385.54157270551,8.6041732225,47.390741135,2.90869
"100",2020-03-13 11:58:09,2412.39787895071,2412.39787895071,8.604162673,47.39071651,2.88079
"101",2020-03-13 11:58:11,2418.92729093218,2418.92729093218,8.604148085,47.390694685,2.90254
"102",2020-03-13 11:58:13,2425.45670291365,2425.45670291365,8.6041299465,47.39067313,2.87019
"103",2020-03-13 11:58:15,2367.7057166779,2367.7057166779,8.6041100265,47.390652925,2.91224
"104",2020-03-13 11:58:17,2309.94703791581,2309.94703791581,8.6040887065,47.39063164,2.92989
"105",2020-03-13 11:58:19,2290.36996281347,2290.36996281347,8.604070381,47.390609025,2.89619
"106",2020-03-13 11:58:21,2270.79288771113,2270.79288771113,8.604053078,47.39058858,2.91804
"107",2020-03-13 11:58:23,2202.93360855708,2202.93360855708,8.604036752,47.39056954,2.97514
