#MEMO2 project has received funding from the European Unions Horizon 2020 research
#and innovation programme  under the Marie Sklodowska-Curie grant agreement No 722479
#Data separator = ;
#Invalid_data = -999.99
#Unit = %
#Data provider = Jonas Ravelid, Randulph Morales
#Contact details = jonas.ravelid@empa.ch, randulph.morales@empa.ch
#Creation date = 2021-06-25 13:10:10 UTC
#
#Data version = version_2.0
#Drone measurements on 20200313. Release experiment in Duebendorf Measurement was
# from 13:33:14 to 13:40:44 UTC. Third of six mass balances. Heights above ground
# are 4.0, 9.0, 2.0, 6.0, 11.0, 3.0, 7.0, 12.0, 5.0m Location of source is 47.390
#525, 8.603439.
#------------------------------------------------------------#
Date_UTC;Time_UTC;Date_Loc;Time_Loc;Latitude;Longitude;Altitude;Pressure;Temperature;H2O_spec_corr;Flag
2020-03-13;13:32:15;2020-03-13;14:32:15;47.390557834;8.603321529;0.26657346229393397;971.625785892;287.78;-0.24663003361539865;o
2020-03-13;13:32:16;2020-03-13;14:32:16;47.39055780100001;8.603321566;0.2672734622939288;971.646050894;287.75;-0.21506814195449672;o
2020-03-13;13:32:17;2020-03-13;14:32:17;47.390557863000005;8.603321575;0.2643734622939178;971.625785892;287.75;-0.18577237666376673;o
2020-03-13;13:32:18;2020-03-13;14:32:18;47.390557835;8.60332158;0.2702734622939147;971.656183395;287.76;-0.18599135723789298;o
2020-03-13;13:32:19;2020-03-13;14:32:19;47.390557818999994;8.603321585;0.2627734622939215;971.676448397;287.72999999999996;-0.16103449002064754;o
2020-03-13;13:32:20;2020-03-13;14:32:20;47.390557856;8.60332159;0.2591734622939157;971.676448397;287.71999999999997;-0.17534603372328653;o
2020-03-13;13:32:21;2020-03-13;14:32:21;47.390557834;8.603321561;0.2603734622938987;971.676448397;287.71999999999997;-0.23054819183109224;o
2020-03-13;13:32:22;2020-03-13;14:32:22;47.390557834;8.603321561;0.2575734622939194;971.696713399;287.69;-0.21902805489240912;o
2020-03-13;13:32:23;2020-03-13;14:32:23;47.390557818999994;8.603321527;0.2732734622939006;971.6916471485;287.65;-0.30195597179902994;o
2020-03-13;13:32:24;2020-03-13;14:32:24;47.39055785;8.603321572999999;0.2613734622939319;971.686580898;287.60999999999996;-0.3170336440319407;o
2020-03-13;13:32:25;2020-03-13;14:32:25;47.390557358;8.603321637999999;0.29117346229389796;971.666315896;287.59;-0.33211131626485135;o
2020-03-13;13:32:26;2020-03-13;14:32:26;47.390555807;8.603323321;2.049873462293931;971.757508405;287.54999999999995;-0.38414570518798696;o
2020-03-13;13:32:27;2020-03-13;14:32:27;47.390554336;8.60332297;4.760673462293937;971.787905908;287.53;-0.31738564179262213;o
2020-03-13;13:32:28;2020-03-13;14:32:28;47.390553587;8.603321156;6.444873462293913;970.977305828;287.54999999999995;-0.35357480705458105;o
2020-03-13;13:32:29;2020-03-13;14:32:29;47.390553581000006;8.603319354;7.452873462293894;970.977305828;287.54999999999995;-0.3004647172093707;o
2020-03-13;13:32:30;2020-03-13;14:32:30;47.390552697;8.603320041;7.654373462293904;970.653065796;287.62;-0.30838975175580335;o
2020-03-13;13:32:31;2020-03-13;14:32:31;47.390546533;8.603332996;7.629473462293902;970.815185812;287.60999999999996;-0.35391459574420087;o
2020-03-13;13:32:32;2020-03-13;14:32:32;47.390531241000005;8.603365695;7.559973462293897;970.815185812;287.60999999999996;-0.3671898035855689;o
2020-03-13;13:32:33;2020-03-13;14:32:33;47.390509306000006;8.603409562000001;7.444673462293906;970.7898545595;287.57499999999993;-0.3993573378737474;o
2020-03-13;13:32:34;2020-03-13;14:32:34;47.390483296000006;8.603456106;7.431073462293909;970.764523307;287.53999999999996;-0.42568105949559704;o
2020-03-13;13:32:35;2020-03-13;14:32:35;47.390455245;8.603500905;7.43537346229391;970.764523307;287.53999999999996;-0.4520047811174467;o
2020-03-13;13:32:36;2020-03-13;14:32:36;47.390427856;8.603542519;7.405373462293937;970.764523307;287.4;-0.5040224792747955;o
2020-03-13;13:32:37;2020-03-13;14:32:37;47.390403811999995;8.603580612;7.366673462293932;970.764523307;287.4;-0.5232066712556303;o
2020-03-13;13:32:38;2020-03-13;14:32:38;47.390383378;8.603613198;7.362473462293906;970.9874383289999;287.28999999999996;-0.49665913595964406;o
2020-03-13;13:32:39;2020-03-13;14:32:39;47.390365496;8.60363974;7.345973462293898;970.551740786;287.19;-0.5165120510159161;o
2020-03-13;13:32:42;2020-03-13;14:32:42;47.390302;8.603760638999999;7.167073462293899;970.8050533109999;286.99;-0.5673601460043106;o
2020-03-13;13:32:43;2020-03-13;14:32:43;47.390273029;8.603825633;7.137373462293908;970.89624582;286.94;-0.5627162141017844;o
2020-03-13;13:32:44;2020-03-13;14:32:44;47.390242289;8.603894537;7.171873462293945;970.89624582;286.94;-0.5580722821992582;o
2020-03-13;13:32:45;2020-03-13;14:32:45;47.390210988999996;8.603963442000001;7.217873462293937;970.734125804;286.82;-0.58055950773052;o
2020-03-13;13:32:46;2020-03-13;14:32:46;47.390179826;8.604028812000001;7.229573462293899;970.8455833149999;286.76;-0.5725893306011026;o
2020-03-13;13:32:47;2020-03-13;14:32:47;47.390152447;8.604081761;7.174373462293943;970.8455833149999;286.76;-0.5548484508571093;o
2020-03-13;13:32:48;2020-03-13;14:32:48;47.39013593600001;8.604107036;7.174573462293949;970.531475784;286.63;-0.491913071906921;o
2020-03-13;13:32:49;2020-03-13;14:32:49;47.390129326;8.604112822000001;7.210273462293912;970.531475784;286.63;-0.47599149700597143;o
2020-03-13;13:32:50;2020-03-13;14:32:50;47.390127473;8.60411419;7.181373462293948;970.815185812;286.71;-0.47413972557686357;o
2020-03-13;13:32:51;2020-03-13;14:32:51;47.39012807899999;8.604113345;7.151073462293937;970.815185812;286.71;-0.4729901960820712;o
2020-03-13;13:32:52;2020-03-13;14:32:52;47.390129822;8.604112196;7.055773462293928;970.734125804;286.825;-0.4730002444536002;o
2020-03-13;13:32:53;2020-03-13;14:32:53;47.390131805;8.604111292;7.020073462293908;970.653065796;286.94;-0.47788001660139656;o
2020-03-13;13:32:54;2020-03-13;14:32:54;47.390132965;8.604109902000001;6.938373462293896;970.653065796;286.94;-0.4827597887491929;o
2020-03-13;13:32:55;2020-03-13;14:32:55;47.390133707;8.604109035;6.8515734622939135;971.0887633389999;287.0;-0.46493107442028064;o
2020-03-13;13:32:56;2020-03-13;14:32:56;47.39013423;8.604107942;6.81157346229395;971.0887633389999;287.0;-0.4700966720527088;o
2020-03-13;13:32:57;2020-03-13;14:32:57;47.390134155;8.604107189;6.7598734622939105;970.734125804;287.07;-0.45244461335943037;o
